,index,Date,Headline
10833,10833,2015-04-09,Imran vows to end ‘atmosphere of fear’ in Karachi
10834,10834,2015-04-09,COAS visits frontline troops in Tirah 
10835,10835,2015-04-09,Nisar calls for choking drug trade to cut terrorists’ funding
10836,10836,2015-04-10,Pakistan stands by Saudi Arabia  Iranian FM told
10837,10837,2015-04-10,Resolution on Yemen to be finalised today
10838,10838,2015-04-10,Imran leads PTI rally in MQM stronghold
10839,10839,2015-04-10,Commission asks parties to come up with evidence about rigging
10840,10840,2015-04-10,Nacta’s claim fails scrutiny
10841,10841,2015-04-11,Parliament insists on neutrality
10842,10842,2015-04-11,Resolution was toned down on opposition’s demand
10843,10843,2015-04-11,Ziarat attack suspect killed 
10844,10844,2015-04-11,Commanders want anti-terror fight ‘re-energised’
10845,10845,2015-04-11,Troops already in Saudi Arabia  says minister 
10846,10846,2015-04-12,20 labourers gunned down  in Turbat
10847,10847,2015-04-12,PTI election tribunal ‘summons’ Imran
10848,10848,2015-04-12,FO mum over UAE minister’s tirade
10849,10849,2015-04-13,Bilawal banished
10850,10850,2015-04-13,Nisar terms UAE minister’s remarks ‘unacceptable’
10851,10851,2015-04-13,BLF chief booked for Turbat killings
10852,10852,2015-04-13,PML-N puts all its MoUs in Chinese basket
10853,10853,2015-04-13,10 ‘militants’ trying to enter Pakistan killed
10854,10854,2015-04-14,PM makes damage control move
10855,10855,2015-04-14,Saudi minister seeks support of religious parties
10856,10856,2015-04-14,Turbat tragedy: 13 suspects killed in clash
10857,10857,2015-04-14,Prime suspect in Imran Farooq murder held  says Nisar
10858,10858,2015-04-14,Power managers ‘ignore’ PM’s order
10859,10859,2015-04-15,UNSC imposes arms embargo  on Houthi rebels
10860,10860,2015-04-15,PTI terms federal govt’s moves ‘pre-poll rigging’
10861,10861,2015-04-15,Altaf’s bail extended after over five hours of questioning
10862,10862,2015-04-15,Nisar  British envoy discuss London murder case
10863,10863,2015-04-15,PM castigates ‘container-style mudslinging’
10864,10864,2015-04-15,Minister calls on Qatari PM
10865,10865,2015-04-16,COAS vows to crush insurgency in Balochistan
10866,10866,2015-04-16,MQM urged to ‘come clean’ in Imran Farooq murder case
10867,10867,2015-04-16,Foreign Office welcomes UNSC resolution on Yemen
10868,10868,2015-04-16,PTI submits proposals to commission
10869,10869,2015-04-16,Comment: Afghan president strives to put house in order
10870,10870,2015-04-17,Pakistan to help enforce embargo on Houthis
10871,10871,2015-04-17,American vice-principal of medical college shot at  wounded
10872,10872,2015-04-17,SC suspends death penalty handed down by military courts
10873,10873,2015-04-17,Chinese president to arrive on 20th
10874,10874,2015-04-17,News Analysis: Case of the missing foreign minister 
10875,10875,2015-04-18,Steps taken to enforce Yemen embargo: FO 
10876,10876,2015-04-18,PHPL’s chief  of marketing Masood Hamid shot dead
10877,10877,2015-04-18,Zardari assets reference reopened 
10878,10878,2015-04-18,Balochistan orders probe into five children’s death
10879,10879,2015-04-18,Pakistan has to keep pace with China on economic corridor: Iqbal
10880,10880,2015-04-19,Altaf calls PTI  JI ‘branches of Taliban  Al Qaeda’
10881,10881,2015-04-19,Non-state actors pose grave threat  says Afghan general
10882,10882,2015-04-19,ATC transfers cases against Sufi Mohammad to regular courts
10883,10883,2015-04-19,By-election result to determine Karachi’s future  says Imran
10884,10884,2015-04-19,Suicide attack kills 33 in Jalalabad
10885,10885,2015-04-20,Chinese president due today on historic visit
10886,10886,2015-04-20,Dar rules out Pakistanis’ expulsion from Gulf
10887,10887,2015-04-20,Without ‘naya Karachi’ new Pakistan not possible: Imran
10888,10888,2015-04-20,Gas company chief ordered to sign LNG deal or pack up
10889,10889,2015-04-21,Pakistan-China ties’ strategic content to be bolstered
10890,10890,2015-04-21,Minister ‘helpless’ to ensure NA attendance
10891,10891,2015-04-21,$28bn accords for fast-track projects
10892,10892,2015-04-21,Alleged rigging: Nadra submits biometric reports to judicial panel 
10893,10893,2015-04-22,PM visits Riyadh tomorrow for talks on conflict
10894,10894,2015-04-22,Saudi Arabia ends Yemen air strikes  keeps options open
10895,10895,2015-04-22,Six militants  two soldiers killed in clashes
10896,10896,2015-04-22,Must face threats together  President Xi tells parliament
10897,10897,2015-04-22,Special force to protect corridor projects
10898,10898,2015-04-23,Super-charged Karachi by-poll today amid tight security
10899,10899,2015-04-23,Army Chief to accompany PM on Riyadh visit today
10900,10900,2015-04-23,KP warns of protests if Pak-China corridor route changed
10901,10901,2015-04-23,34 militants killed in Waziristan
10902,10902,2015-04-23,ECP rejects PTI claim of manipulation of 2013 polls
10903,10903,2015-04-24,MQM silences detractors with thumping win
10904,10904,2015-04-24,Nisar warns of disbanding FIA if it fails to deliver
10905,10905,2015-04-24,Poll probe commission issues notices to PML-N and MQM
10906,10906,2015-04-24,PM holds talks with King Salman  meets Yemen President Hadi
10907,10907,2015-04-24,Obama takes blame for drone strike that killed 2 hostages
10908,10908,2015-04-25,Work on Tapi gas project to be expedited
10909,10909,2015-04-25,Militants from Pakistan  Afghanistan held in Italy 
10910,10910,2015-04-25,LG elections in cantonments today
10911,10911,2015-04-25,Hostages’ death in drone attack shocking: FO
10912,10912,2015-04-25,Pakistan reiterates support for S. Arabia
10913,10913,2015-04-25,Rights activist shot dead after seminar on Baloch issue 
10914,10914,2015-04-26,Devastating quake hits Nepal  kills over 1 300
10915,10915,2015-04-26,9 ‘militants’ killed in Tirah
10916,10916,2015-04-26,PM assured of UK support in fight against terrorism
10917,10917,2015-04-26,Sindh govt given three days to arrest Sabeen’s murderers
10918,10918,2015-04-26,PML-N  PTI  MQM prevail in strongholds
10919,10919,2015-04-27,‘Mini-cyclone’  torrential rain lash Peshawar
10920,10920,2015-04-27,Two C-130s take doctors  relief goods to Nepal
10921,10921,2015-04-27,Four killed in Sibi bomb blast
10922,10922,2015-04-27,PTI tribunal defies Imran
10923,10923,2015-04-27,Time to hand over leadership to new generation: Zardari
10924,10924,2015-04-28,Poll inquiry commission issues own questions
10925,10925,2015-04-28,Mini-cyclone death toll rises to 45
10926,10926,2015-04-28,Talal Bugti passes away
10927,10927,2015-04-28,Two Hazara men killed at bus stand
10928,10928,2015-04-28,NA told of major steps to help Afghan trade
10929,10929,2015-04-29,NFC award may be extended for one year
10930,10930,2015-04-29,Capital flight to Gulf states worries govt
10931,10931,2015-04-29,Security forces claim major success in Tirah valley
10932,10932,2015-04-29,Uniform curriculum to be introduced
10933,10933,2015-04-29,SIMs can be verified till May 15
10934,10934,2015-04-30,Census in March next year
10935,10935,2015-04-30,Saudi king resets succession in major shake-up
10936,10936,2015-04-30,US welcomes Chinese projects  not Iranian 
10937,10937,2015-04-30,KU academic gunned down
10938,10938,2015-04-30,Karachi operation to be taken to its logical end: army chief
10939,10939,2015-05-01,Police officer wants MQM banned for being ‘anti-state’
10940,10940,2015-05-01,Parties’ leaders to be briefed on PCEC 
10941,10941,2015-05-01,SSP transferred for misusing authority
10942,10942,2015-05-01,Five army personnel  27 militants killed in Tirah 
10943,10943,2015-05-01,Attack on Malala: 10 militants jailed for life
10944,10944,2015-05-02,DSP among 3 policemen shot dead in Karachi
10945,10945,2015-05-02,Ensuring peace across country top priority  says PM
10946,10946,2015-05-02,Analysis: The little bank that couldn't 
10947,10947,2015-05-02,Pemra asks channels to exercise caution
10948,10948,2015-05-02,Altaf apologises for remarks about army
10949,10949,2015-05-03,Speak with caution on security issues: PM
10950,10950,2015-05-03,SSP Anwar escapes attack; five assailants shot dead
10951,10951,2015-05-03,Air strikes leave 44 dead
10952,10952,2015-05-03,Mob lynches two killers of police officer
10953,10953,2015-05-03,Judicial commission to examine witnesses from May 6
10954,10954,2015-05-04,Afghan groups meet behind closed doors
10955,10955,2015-05-04,13 die as fire engulfs bus carrying wedding party
10956,10956,2015-05-04,Cases under anti-terror act registered against Zulfiqar Mirza
10957,10957,2015-05-04,Outlaws kidnap 7 policemen
10958,10958,2015-05-04,Bigger blowback from militants was feared  says minister
10959,10959,2015-05-05,Railways Minister Saad Rafique loses NA seat
10960,10960,2015-05-05,Kidnapped policemen rescued
10961,10961,2015-05-05,Can parliament alter Constitution’s structure  asks SC
10962,10962,2015-05-05,Senate for more effective steps against terror
10963,10963,2015-05-05,Afghan representatives agree on reopening Taliban political office
10964,10964,2015-05-06,RAW instigating terrorism  says army
10965,10965,2015-05-06,PTI submits 522 documents of evidence
10966,10966,2015-05-06,PML-N mulls over options after verdict
10967,10967,2015-05-06,SC says it has relied on theory of basic structure
10968,10968,2015-05-06,PM inaugurates 100MW solar power plant
10969,10969,2015-05-07,De-seating  of minister to be challenged in SC
10970,10970,2015-05-07,Maldives president arrives on  two-day visit
10971,10971,2015-05-07,Attack foiled on Kurram football match; four killed
10972,10972,2015-05-07,PM invites Zardari to conference on China project
10973,10973,2015-05-07,Recording of testimony begins in poll probe
10974,10974,2015-05-07,‘President bound by judges’ advice’
10975,10975,2015-05-08,FO unaware of fresh proof against RAW
10976,10976,2015-05-08,Rajwana appointed Punjab governor
10977,10977,2015-05-08,Saad Rafique moves SC against de-seating
10978,10978,2015-05-08,JI retains KP seat in by-polls; women stay away
10979,10979,2015-05-08,Cases against Mirza may be sent to military court: Qaim
10980,10980,2015-05-09,Army copter crashes in Naltar; 7 die
10981,10981,2015-05-09,6 shot dead in attack on LG poll candidate 
10982,10982,2015-05-09,Mi-17 was fully airworthy  says army
10983,10983,2015-05-09,Cameron gains stunning victory in UK vote
10984,10984,2015-05-10,Control over copter lost just before landing: PAF
10985,10985,2015-05-10,‘93 000 votes’ thumbprint in NA Speaker’s constituency unverified’
10986,10986,2015-05-10,Sadiq orders security for Fehmida  family
10987,10987,2015-05-10,DSP  driver shot dead in Karachi
10988,10988,2015-05-10,Who owns Lahore’s Bilawal House?
10989,10989,2015-05-11,Ex-intelligence man told US about Osama’s hideout: author
10990,10990,2015-05-11,Imran’s ‘war on three fronts’
10991,10991,2015-05-11,30pc rise in uplift funds mooted
10992,10992,2015-05-11,Agencies asked to decide on ECL names in 30 days
10993,10993,2015-05-12,ECP bars PTI chief from campaigning in by-polls
10994,10994,2015-05-12,White House rejects Hersh’s version of Osama killing
10995,10995,2015-05-12,Accord reached with IMF for release of $506m tranche
10996,10996,2015-05-12,SC suspends de-seating of Saad Rafique
10997,10997,2015-05-12,MQM asks Ibad to quit as Sindh governor
10998,10998,2015-05-13,Don’t destabilise Afghanistan  PM warns Taliban
10999,10999,2015-05-13,Saulat Mirza executed in Mach jail
11000,11000,2015-05-13,Govt not bound to give NFC award: minister
11001,11001,2015-05-13,PTI MNA disqualified
11002,11002,2015-05-13,Asif accuses Sindh of ‘not cooperating’ on power dues
11003,11003,2015-05-14,Karachi carnage traumatises nation
11004,11004,2015-05-14,PM orders prompt action to bring culprits to book
11005,11005,2015-05-14,Seven die in attack on Afghan clerics
11006,11006,2015-05-15,Scope of bus attack investigation widened
11007,11007,2015-05-15,Apex committee decides to intensify operation
11008,11008,2015-05-15,PM  Zardari discuss Sindh’s finances
11009,11009,2015-05-15,FC claims killing 10 militants
11010,11010,2015-05-15,Analysis: Rise of the black banners?
11011,11011,2015-05-16,Air strikes kill 15 in North Waziristan
11012,11012,2015-05-16,‘Green train’ signals PR revival  says PM
11013,11013,2015-05-16,Judicial commission wants to stick to deadline
11014,11014,2015-05-16,Investigators suspect IS hand in Safoora Goth carnage
11015,11015,2015-05-16,Army chief calls for strategy to thwart plots by ‘hostile agencies’
11016,11016,2015-05-17,Infrastructure weaknesses fuel crime: general
11017,11017,2015-05-17,Morsi  100 others sentenced to death
11018,11018,2015-05-17,US drone attack in NWA kills six
11019,11019,2015-05-17,Alteration in economic corridor plan rejected
11020,11020,2015-05-17,Analysis: The taxman's gaze
11021,11021,2015-05-18,Six siblings die in Lahore house fire
11022,11022,2015-05-18,Suicide attacks un-Islamic  say ulema
11023,11023,2015-05-18,Malik calls for politically resolving corridor issue
11024,11024,2015-05-18,Torrential  rain leaves seven dead
11025,11025,2015-05-18,Analysis: Banking of the future 
11026,11026,2015-05-19,Uzbeks among 6 killed by US drones in Shawal
11027,11027,2015-05-19,ISI  Afghan intelligence in landmark deal
11028,11028,2015-05-19,NYT accuses software firm of running fake degree empire
11029,11029,2015-05-19,Analysis: Battling Ghosts 
11030,11030,2015-05-20,Prayer leader jailed for five years over  hate speech
11031,11031,2015-05-20,FIA launches probe into fake degrees allegations
11032,11032,2015-05-20,NA adopts gas cess bill as PPP backs govt
11033,11033,2015-05-20,Safoora attack evidence points to religious extremists: police
11034,11034,2015-05-21,Mastermind  operatives of bus carnage arrested
11035,11035,2015-05-21,Tapi gas project  to be put on  fast track
