Date,Headline
2020-05-22,Ban on inter-city transport lifted by capital administration 
2020-05-22,SOPs issued in Islamabad for Eidul Fitr  Friday prayers 
2020-05-22,PIA announces 10pc discount for medical professionals 
2020-05-22,IHC wants Kaavan to be relocated to appropriate sanctuary 
2020-05-22,Covid-19 drug enters human testing phase 
2020-05-22,Sugar scam: action sought against regulatory bodies 
2020-05-22,Punjab CM asks depts to further decrease unnecessary spending 
2020-05-22,Railways opens reservation offices 
2020-05-22,LGH Orthopaedic Unit closed after 16 medics contract virus 
2020-05-22,PPP leader tells PM to stop adding confusion to chaos  proceed on leave 
2020-05-22,KU lab turned into Covid-19 testing facility 
2020-05-22,Ismail shrugs off governors rule rumours 
2020-05-22,Facebook ramps up remote work service 
2020-05-22,Locusts  Covid-19  flooding pose triple threat in Africa 
2020-05-22,Turkey upset after mosques play WWII anti-fascist song 
2020-05-22,China plans new security law for Hong Kong 
2020-05-22,Dual dam failure in US state causes devastating floods 
2020-05-22,South Africa hopeful of home series against India in August 
2020-05-22,Need practice to break saliva habit  says Ashwin 
2020-05-22,Swiss legal chief braces for sack in Infantino probe 
2020-05-22,Pakistan line up plans to shore up cricket finances 
2020-05-22,No Olympic postponement beyond 2021  vows Bach 
2020-05-22,Stocks shed 96 points ahead of six-day Eid closure 
2020-05-22,New committee formed for talks with IPPs 
2020-05-22,Human development faces first decline in decades 
2020-05-22,Current account deficit jumps to $572m in April as exports fall 
2020-05-22,Balochistan CM defends Jabbars nomination to NFC 
2020-05-22,NDMA  UN  donors to help Balochistan fight Covid-19 
2020-05-22,Save Afghan peace process from spoilers: FO 
2020-05-22,Special Emirates flight brings back 251 Pakistanis from Dubai 
2020-05-22,ATC concludes trial proceedings in Imran Farooq murder case 
2020-05-22,Opposition terms sugar commission report misleading 
2020-05-22,Coronavirus infections top 5m 
2020-05-22,Touching surfaces not as dangerous as previously thought 
2020-05-22,US actress to plead guilty in college admissions scam 
2020-05-22,ECC rejects intervention price for cotton procurement 
2020-05-22,Covid-19 cases may increase by 15-20pc next week 
2020-05-22,IHC reinstates Islamabad mayor suspended by federal govt 
2020-05-22,Sugar probe report again puts blame on key politicians 
2020-05-22,Mansehra police register case against woman claiming to be 'colonel's wife' in viral video 
2020-05-23,Ivanka Trump draws derision in India for praising migrant's hard journey home 
2020-05-23,Celebs remember Zara Abid as she passes away in plane crash 
2020-05-23,Zero cases in China as virus surges in Latin America  India 
2020-05-23,Nida Yasir and Yasir Nawaz test positive for Covid-19 
2020-06-01,Eid to be celebrated across Pakistan on Sunday as Shawwal moon sighted 
2020-05-23,US discussed holding first nuclear test in decades: Washington Post report 
2020-05-23,Model Zara Abid presumed dead in PIA plane crash 
2020-05-23,Survivor recalls horror of Karachi plane crash that killed 97 
2020-05-23,Aviation minister announces Rs1 million compensation for those killed in plane crash 
2020-05-23,Rethinking MBA's 
2020-05-23,'Not on pitch but on console': Euro 2020 kicks off without footballers 
2020-05-24,US plans massive coronavirus vaccine testing effort to meet year-end deadline 
2020-05-23,Editorial: A detailed inquiry  not speculations would determine why the Karachi plane crash happened 
2020-05-24,Crashed Airbus last checked on March 21  returned from Muscat a day ago 
2020-05-23,Aagha Ali and Hina Altaf just announced their nikkah 
2020-05-23,Rethinking Pakistans welfare systems after Covid-19 
2020-05-23,Full-scale locust invasion if timely action not taken  warns FAO 
2020-05-23,Crash 
2020-05-23,Corona diary: Coronacation: A teenagers perspective 
2020-05-23,Art Corner 
2020-05-23,Story Time: Sleeping Beauty and me 
2020-05-23,Website review: Lets learn coding 
2020-05-23,The weekly weird 
2020-05-23,Spotlight 
2020-05-23,Viewpoint: A fairy tale Eid 
2020-05-23,Cook-it-yourself: Coffee and cookies ice cream 
2020-05-23,Book review: Insightful Atlas World Pocket Atlas 
2020-05-23,Reality bites: A lockdown haircut 
2020-05-23,Opinion: Alone at the  other edge 
2020-05-23,Poet's Corner 
2020-05-23,Mailbox 
2020-05-23,Different  but definitely Eid 
2020-05-23,Chitral to get Covid-19 testing facility 
2020-05-23,Flights resume at Peshawar airport 
2020-05-23,Poor handling of pilgrims from Iran led to Covid-19 controversy: report 
2020-05-23,No construction  felling of trees will be tolerated in national park: adviser 
2020-05-23,Restaurant owners warn of opening eateries across country 
2020-05-23,Rape charge through video clip: Punjab IG Prisons moves FIA against woman prisoner 
2020-05-23,Critical Covid-19 patient left to die in ambulance 
2020-05-23,Analysis: Number of coronavirus cases in Tharparkar negligible 
2020-05-23,Customs authorities seize huge quantity of smuggled goods in Karachi 
2020-05-23,Recovery begins after storm ravages Indian  Bangladesh coast 
2020-05-23,US making unacceptable demands on Open Skies treaty: Russia 
2020-05-23,Nasas newest test pilots are veteran astronauts 
2020-05-23,UK to introduce 14-day quarantine for international arrivals 
2020-05-23,US mulls nuclear option as China moves to curtail Hong Kong autonomy 
2020-05-23,Planned Egypt coronavirus tax sparks online criticism 
2020-05-23,Indias cases surge again; China opens Congress 
2020-05-23,England Test star glad of training normality 
2020-05-23,BCCI wont push for T20  World Cup postponement 
2020-05-23,Arthur plans SL training camp from June 1 
2020-05-23,CSA president refuses to back Smiths support for Ganguly 
2020-05-23,Facebook  Amazon chiefs see wealth balloon amid pandemic 
2020-05-23,Setback simmers as major crops post large declines 
2020-05-23,Mango export target cut by 40pc 
2020-05-23,Remittances fall in Ramazan 
2020-05-23,France warns Renault could disappear 
2020-05-23,Popalzai says Eid moon not sighted  but N. Waziristan body disagrees 
2020-05-23,Plane was declared fit by CAA to fly 
2020-05-23,Team formed to probe plane crash 
2020-05-23,Rwanda genocide suspect dead: UN tribunal 
2020-05-23,Drug touted by Trump as virus treatment increases death risk 
2020-05-23,Eid to be celebrated in S. Arabia tomorrow 
2020-05-23,WB okays $500m loan to help govt fight Covid-19 effect 
2020-05-23,Deals with labour contractors cant end trade union rights: SC 
2020-05-23,Sugar probe commission critical of key govt functionaries role in subsidy 
2020-05-23,Pilots body demands probe into Karchi plane crash 
2020-05-23,FO defends CPEC after Alice Wells' criticism 
2020-05-24,North Korea's Kim  in first appearance in weeks  vows to bolster nuclear 'deterrence' 
2020-05-24,In pictures: Muslims celebrate Eidul Fitr amid curfews  virus fears 
2020-05-24,Army observing Eid solemnly in solidarity with Kashmiris under 'illegal  inhuman' lockdown: ISPR 
2020-05-24,First commercial space taxi a pit stop on Musks Mars quest 
2020-05-24,China warns US pushing relations to 'brink of new Cold War' 
2020-05-24,'A sad mood': Muslim doctor in Malaysia spends Eid in hospital amid pandemic 
2020-05-24,84-year-old alligator rumored to have been Hitler's dies in Moscow 
2020-05-24,A summary of Ertugrul's impact on Pakistan 
2020-05-24,Virus lockdowns stifle Eid celebrations as infections rise 
2020-05-25,Hong Kong police fire tear gas on biggest protests since virus curbs 
2020-05-24,Celebrities dedicate their Eid prayers and wishes to victims of PIA plane crash 
2020-05-24,Avatar sequel will resume production in New Zealand next week 
2020-05-24,Taliban  Ghani declare three-day cease fire for Eidul Fitr 
2020-05-24,5 unique and guilt-free Eid recipes to try this year 
2020-05-24,In covering the PIA crash  Pakistani broadcast media's behaviour was unethical and disgusting 
2020-05-24,Grieving relatives remember PIA crash victims on eve of Eid 
2020-05-24,Question mark over body constituted to probe PIA crash 
2020-05-24,COLUMN: THE DECAY OF LANGUAGE 
2020-05-24,NON-FICTION: MORE THAN FIGURES 
2020-05-24,NON-FICTION: SENSE AND SENSIBILITY 
2020-05-24,NON-FICTION: FANTASTIC VOYAGE 
2020-05-24,Some Eid in Kashmir 
2020-05-25,Inayat Kallay-Munda Road in bad shape 
2020-05-24,No tourist to be allowed in Malakand during Eid days 
2020-05-24,Political parties call off Eid Milan functions 
2020-05-24,SHO martyred in Kohat gun attack on patrol duty 
2020-05-24,Unrest among LRH medical consultants over duty roster 
2020-05-25,Authorities issue internal alerts for Simly  Rawal lakes 
2020-05-25,Rise in Covid-19 cases partly due to efficient tracking system 
2020-05-25,50pc of eateries may be wiped out after reopening 
2020-05-25,Health officials snubbed for delay in Corona test reports 
2020-05-25,Mango crop in Mirpurkhas ruining for want of labour force  say growers 
2020-05-25,Covid-19 pandemic may lead to greater number of fistula cases 
2020-05-24,Sindh Minister Murtaza Baloch shifted to ICU 
2020-05-24,Schools violating fee cut law will face action  SHC told 
2020-05-24,Survey to assess damage caused by plane crash in Model Colony begins 
2020-05-24,Iran warns US not to interfere with Venezuela oil shipment 
2020-05-24,Top UN official warns of malicious emails on rise in pandemic 
2020-05-24,Erdogan  Trump reiterate solidarity against Covid-19 
2020-05-24,UK govt defends top adviser over lockdown breach 
2020-05-24,Health ministry declares Gazas first coronavirus death 
2020-05-24,Osaka is highest-earning female athlete 
2020-05-24,Hales deserves second chance at international level 
2020-05-24,Bowlers require minimum two months prep to play Tests 
2020-05-24,Spanish PM signals La Liga restart on June 8 
2020-05-24,FBR finds misuse of tax compliance scheme 
2020-05-24,New HK laws wont harm investors: China 
2020-05-24,For oil  a new normal looms 
2020-05-24,Private sector borrowing falls by 47pc 
2020-05-24,Pemra destroying radio broadcasting industry: PBA 
2020-05-24,Clerics lambast Fawad for making Eid announcement 
2020-05-24,World Bank to fund $200m for KPs health  education project 
2020-05-24,Trump hopes Muslims find comfort  healing on Eid 
2020-05-24,72pc of Covid-19 patients in Pakistan are 50 plus 
2020-05-24,Pandemic case affects challenge to NFC composition 
2020-05-24,'We stand with the affected ' say leaders as Pakistan celebrates Eidul Fitr 
2020-05-25,WHO warns of 'second peak' in areas where Covid-19 is declining 
2020-05-25,In phone call  PM Imran and Erdogan decide to enhance cooperation against Covid-19 
2020-05-25,CSP officer among three shot dead in North Waziristan 
2020-05-26,Govt may reimpose lockdown after Eid if SOP violations continue: Mirza 
2020-05-25,Mr Pakistan shows you how to get fit after Ramazan 
2020-05-25,KP chief secretary tests positive for coronavirus 
2020-05-25,Venice Film Festival will go ahead in September 
2020-05-25,India among 10 worst-hit Covid-19 nations as cases jump; air travel reopens 
2020-05-25,Zahid Ahmed doesn't get why actors are so politically correct 
2020-05-25,Taiwan promises 'necessary assistance' to Hong Kong's people 
2020-05-25,An investor's guide to the construction boom 
2020-05-25,Smokers' corner: The age of judicial populism 
2020-05-25,Got your azaadi?: Investigation into Delhi violence sparks concerns about bias against Muslims 
2020-05-26,Kasur policeman arrested for allegedly killing teenaged boy for refusing relationship 
